1, 1000, 0.000062446000000,
1, 1000, 0.000052597000000,
1, 1000, 0.000061016000000,
1, 1000, 0.000052077000000,
1, 1000, 0.000061234000000,
1, 1000, 0.000050479000000,
1, 1000, 0.000061524000000,
1, 1000, 0.000060577000000,
1, 1000, 0.000060415000000,
1, 1000, 0.000051264000000,
2, 1000, 0.000154723000000,
2, 1000, 0.000159436000000,
2, 1000, 0.000152390000000,
2, 1000, 0.000147835000000,
2, 1000, 0.000169865000000,
2, 1000, 0.000159146000000,
2, 1000, 0.000139908000000,
2, 1000, 0.000147689000000,
2, 1000, 0.000159540000000,
2, 1000, 0.000164552000000,
4, 1000, 0.000187023000000,
4, 1000, 0.000195416000000,
4, 1000, 0.000222651000000,
4, 1000, 0.000191873000000,
4, 1000, 0.000171909000000,
4, 1000, 0.000185933000000,
4, 1000, 0.000190371000000,
4, 1000, 0.000185739000000,
4, 1000, 0.000187839000000,
4, 1000, 0.000188489000000,
8, 1000, 0.002037354000000,
8, 1000, 0.001249075000000,
8, 1000, 0.001245789000000,
8, 1000, 0.001193671000000,
8, 1000, 0.001371534000000,
8, 1000, 0.001453552000000,
8, 1000, 0.001157225000000,
8, 1000, 0.001150325000000,
8, 1000, 0.001289751000000,
8, 1000, 0.001124240000000,
1, 2000, 0.000125278000000,
1, 2000, 0.000125440000000,
1, 2000, 0.000103129000000,
1, 2000, 0.000124716000000,
1, 2000, 0.000124940000000,
1, 2000, 0.000124924000000,
1, 2000, 0.000124824000000,
1, 2000, 0.000126371000000,
1, 2000, 0.000125643000000,
1, 2000, 0.000136863000000,
2, 2000, 0.000264885000000,
2, 2000, 0.000238627000000,
2, 2000, 0.000225630000000,
2, 2000, 0.000217494000000,
2, 2000, 0.000217234000000,
2, 2000, 0.000214746000000,
2, 2000, 0.000223084000000,
2, 2000, 0.000219884000000,
2, 2000, 0.000220543000000,
2, 2000, 0.000243086000000,
4, 2000, 0.000286615000000,
4, 2000, 0.000251605000000,
4, 2000, 0.000275638000000,
4, 2000, 0.000260627000000,
4, 2000, 0.000279250000000,
4, 2000, 0.000267186000000,
4, 2000, 0.000283114000000,
4, 2000, 0.000269981000000,
4, 2000, 0.000281968000000,
4, 2000, 0.000305446000000,
8, 2000, 0.002095494000000,
8, 2000, 0.001280350000000,
8, 2000, 0.001264611000000,
8, 2000, 0.001381241000000,
8, 2000, 0.001290292000000,
8, 2000, 0.001449162000000,
8, 2000, 0.001231651000000,
8, 2000, 0.001354413000000,
8, 2000, 0.001634968000000,
8, 2000, 0.001379006000000,
1, 3000, 0.000227630000000,
1, 3000, 0.000227358000000,
1, 3000, 0.000239482000000,
1, 3000, 0.000707476000000,
1, 3000, 0.000226306000000,
1, 3000, 0.000248036000000,
1, 3000, 0.000226203000000,
1, 3000, 0.000227017000000,
1, 3000, 0.000238964000000,
1, 3000, 0.000258292000000,
2, 3000, 0.000410659000000,
2, 3000, 0.000394242000000,
2, 3000, 0.000354671000000,
